Date,OpenPrice,HighPrice,LowPrice,ClosePrice
5/3/2022,4159.78,4200.1,4147.08,4175.48
5/4/2022,4181.18,4307.66,4148.91,4300.17
5/5/2022,4270.43,4270.43,4106.01,4146.87
5/6/2022,4128.17,4157.69,4067.91,4123.34
5/9/2022,4081.27,4081.27,3975.48,3991.24
5/10/2022,4035.18,4068.82,3958.17,4001.05
5/11/2022,3990.08,4049.09,3928.82,3935.18
5/12/2022,3903.95,3964.8,3858.87,3930.08
5/13/2022,3963.9,4038.88,3963.9,4023.89
5/16/2022,4013.02,4046.46,3983.99,4008.01
5/17/2022,4052,4090.72,4033.93,4088.85
5/18/2022,4051.98,4051.98,3911.91,3923.68
5/19/2022,3899,3945.96,3876.58,3900.79
5/20/2022,3927.76,3943.42,3810.32,3901.36
5/23/2022,3919.42,3981.88,3909.04,3973.75
5/24/2022,3942.94,3955.68,3875.13,3941.48
5/25/2022,3929.59,3999.33,3925.03,3978.73
5/26/2022,3984.6,4075.14,3984.6,4057.84
5/27/2022,4077.43,4158.49,4077.43,4158.24
5/31/2022,4151.09,4168.34,4104.88,4132.15
6/1/2022,4149.78,4166.54,4073.85,4101.23
6/2/2022,4095.41,4177.51,4074.37,4176.82
6/3/2022,4137.57,4142.67,4098.67,4108.54
6/6/2022,4134.72,4168.78,4109.18,4121.43
6/7/2022,4096.47,4164.86,4080.19,4160.68
6/8/2022,4147.12,4160.14,4107.2,4115.77
6/9/2022,4101.65,4119.1,4017.17,4017.82
6/10/2022,3974.39,3974.39,3900.16,3900.86
6/13/2022,3838.15,3838.15,3734.3,3749.63
6/14/2022,3763.52,3778.18,3705.68,3735.48
6/15/2022,3764.05,3837.56,3722.3,3789.99
6/16/2022,3728.18,3728.18,3639.77,3666.77
6/17/2022,3665.9,3707.71,3636.87,3674.84
6/21/2022,3715.31,3779.65,3715.31,3764.79
6/22/2022,3733.89,3801.79,3717.69,3759.89
6/23/2022,3774.71,3802.58,3743.52,3795.73
6/24/2022,3821.75,3913.65,3821.75,3911.74
6/27/2022,3920.76,3927.72,3889.66,3900.11
6/28/2022,3913,3945.86,3820.14,3821.55
6/29/2022,3825.09,3836.5,3799.02,3818.83
6/30/2022,3785.99,3818.99,3738.67,3785.38
7/1/2022,3781,3829.82,3752.1,3825.33
7/5/2022,3792.61,3832.19,3742.06,3831.39
7/6/2022,3831.98,3870.91,3809.37,3845.08
7/7/2022,3858.85,3910.63,3858.85,3902.62
7/8/2022,3888.26,3918.5,3869.34,3899.38
7/11/2022,3880.94,3880.94,3847.22,3854.43
7/12/2022,3851.95,3873.41,3802.36,3818.8
7/13/2022,3779.67,3829.44,3759.07,3801.78
7/14/2022,3763.99,3796.41,3721.56,3790.38
7/15/2022,3818,3863.62,3817.18,3863.16
7/18/2022,3883.79,3902.44,3818.63,3830.85
7/19/2022,3860.73,3939.81,3860.73,3936.69
7/20/2022,3935.32,3974.13,3922.03,3959.9
7/21/2022,3955.47,3999.29,3927.64,3998.95
7/22/2022,3998.43,4012.44,3938.86,3961.63
7/25/2022,3965.72,3975.3,3943.46,3966.84
7/26/2022,3953.22,3953.22,3910.74,3921.05
7/27/2022,3951.43,4039.56,3951.43,4023.61
7/28/2022,4026.13,4078.95,3992.97,4072.43
7/29/2022,4087.33,4140.15,4079.22,4130.29
8/1/2022,4112.38,4144.95,4096.02,4118.63
8/2/2022,4104.21,4140.47,4079.81,4091.19
8/3/2022,4107.96,4167.66,4107.96,4155.17
8/4/2022,4154.85,4161.29,4135.42,4151.94
8/5/2022,4115.87,4151.58,4107.31,4145.19
8/8/2022,4155.93,4186.62,4128.97,4140.06
8/9/2022,4133.11,4137.3,4112.09,4122.47
8/10/2022,4181.02,4211.03,4177.26,4210.24
8/11/2022,4227.4,4257.91,4201.41,4207.27
8/12/2022,4225.02,4280.47,4219.78,4280.15
8/15/2022,4269.37,4301.79,4256.9,4297.14
8/16/2022,4290.46,4325.28,4277.77,4305.2
8/17/2022,4280.4,4302.18,4253.08,4274.04
8/18/2022,4273.13,4292.53,4261.98,4283.74
8/19/2022,4266.31,4266.31,4218.7,4228.48
8/22/2022,4195.08,4195.08,4129.86,4137.99
8/23/2022,4133.09,4159.77,4124.03,4128.73
8/24/2022,4126.55,4156.56,4119.97,4140.77
8/25/2022,4153.26,4200.54,4147.59,4199.12
8/26/2022,4198.74,4203.04,4057.66,4057.66
8/29/2022,4034.58,4062.99,4017.42,4030.61
8/30/2022,4041.25,4044.98,3965.21,3986.16
8/31/2022,4000.67,4015.37,3954.53,3955
9/1/2022,3936.73,3970.23,3903.65,3966.85
9/2/2022,3994.66,4018.43,3906.21,3924.26
9/6/2022,3930.89,3942.55,3886.75,3908.19
9/7/2022,3909.43,3987.89,3906.03,3979.87
9/8/2022,3959.94,4010.5,3944.81,4006.18
9/9/2022,4022.94,4076.81,4022.94,4067.36
9/12/2022,4083.67,4119.28,4083.67,4110.41
9/13/2022,4037.12,4037.12,3921.28,3932.69
9/14/2022,3940.73,3961.94,3912.18,3946.01
9/15/2022,3932.41,3959.14,3888.28,3901.35
9/16/2022,3880.95,3880.95,3837.08,3873.33
9/19/2022,3849.91,3900.45,3838.5,3899.89
9/20/2022,3875.23,3876.01,3827.54,3855.93
9/21/2022,3871.4,3907.07,3789.49,3789.93
9/22/2022,3782.36,3790.9,3749.45,3757.99
9/23/2022,3727.14,3727.14,3647.47,3693.23
9/26/2022,3682.72,3715.67,3644.76,3655.04
9/27/2022,3686.44,3717.53,3623.29,3647.29
9/28/2022,3651.94,3736.74,3640.61,3719.04
9/29/2022,3687.01,3687.01,3610.4,3640.47
9/30/2022,3633.48,3671.44,3584.13,3585.62
10/3/2022,3609.78,3698.35,3604.93,3678.43
10/4/2022,3726.46,3791.92,3726.46,3790.93
10/5/2022,3753.25,3806.91,3722.66,3783.28
10/6/2022,3771.97,3797.93,3739.22,3744.52
10/7/2022,3706.74,3706.74,3620.73,3639.66
10/10/2022,3647.51,3652.17,3588.1,3612.39
10/11/2022,3595.86,3640.66,3568.45,3588.84
10/12/2022,3590.83,3608.34,3573.86,3577.03
10/13/2022,3520.37,3685.41,3491.58,3669.91
10/14/2022,3690.41,3712,3579.68,3583.07
10/17/2022,3638.65,3689.73,3638.65,3677.95
10/18/2022,3746.26,3762.79,3686.53,3719.98
10/19/2022,3703.11,3728.58,3666.51,3695.16
10/20/2022,3689.05,3736,3656.44,3665.78
10/21/2022,3657.1,3757.89,3647.42,3752.75
10/24/2022,3762.01,3810.74,3741.65,3797.34
10/25/2022,3799.44,3862.85,3799.44,3859.11
10/26/2022,3825.97,3886.15,3824.07,3830.6
10/27/2022,3834.69,3859.95,3803.79,3807.3
10/28/2022,3808.26,3905.42,3808.26,3901.06
10/31/2022,3881.85,3893.73,3863.18,3871.98
11/1/2022,3901.79,3911.79,3843.8,3856.1
11/2/2022,3852.9,3894.44,3758.68,3759.69
11/3/2022,3733.25,3750.59,3698.15,3719.89
11/4/2022,3766.98,3796.34,3708.84,3770.55
11/7/2022,3780.71,3813.95,3764.7,3806.8
11/8/2022,3817.02,3859.4,3786.28,3828.11
11/9/2022,3810.94,3818.2,3744.22,3748.57
11/10/2022,3859.89,3958.33,3859.89,3956.37
11/11/2022,3963.72,4001.48,3944.82,3992.93
11/14/2022,3977.97,4008.97,3956.4,3957.25
11/15/2022,4006.41,4028.84,3953.17,3991.73
11/16/2022,3976.82,3983.09,3954.34,3958.79
11/17/2022,3919.26,3954.33,3906.54,3946.56
11/18/2022,3966.39,3979.89,3935.98,3965.34
11/21/2022,3956.23,3962,3933.34,3949.94
11/22/2022,3965.51,4005.88,3956.88,4003.58
11/23/2022,4000.3,4033.78,3998.66,4027.26
11/25/2022,4023.34,4034.02,4020.76,4026.12
11/28/2022,4005.36,4012.27,3955.77,3963.94
11/29/2022,3964.19,3976.77,3937.65,3957.63
11/30/2022,3957.18,4080.11,3938.58,4080.11
12/1/2022,4087.14,4100.51,4050.87,4076.57
12/2/2022,4040.17,4080.48,4026.63,4071.7
12/5/2022,4052.02,4052.45,3984.49,3998.84
12/6/2022,3996.63,4001.51,3918.39,3941.26
12/7/2022,3933.28,3957.57,3922.68,3933.92
12/8/2022,3947.79,3974.19,3935.83,3963.51
12/9/2022,3954.17,3977.02,3933.04,3934.38
12/12/2022,3939.29,3990.71,3935.3,3990.56
12/13/2022,4069.38,4100.96,3993.03,4019.65
12/14/2022,4015.54,4053.76,3965.65,3995.32
12/15/2022,3958.37,3958.37,3879.45,3895.75
12/16/2022,3890.91,3890.91,3827.91,3852.36
12/19/2022,3853.79,3854.86,3800.04,3817.66
12/20/2022,3810.47,3838.24,3795.62,3821.62
12/21/2022,3839.49,3889.82,3839.49,3878.44
12/22/2022,3853.26,3853.26,3764.49,3822.39
12/23/2022,3815.11,3845.8,3797.01,3844.82
12/27/2022,3843.34,3846.65,3813.22,3829.25
12/28/2022,3829.56,3848.32,3780.78,3783.22
12/29/2022,3805.45,3858.19,3805.45,3849.28
12/30/2022,3829.06,3839.85,3800.34,3839.5
1/3/2023,3853.290039,3878.459961,3794.330078,3824.139893
1/4/2023,3840.360107,3873.159912,3815.77002,3852.969971
1/5/2023,3839.73999,3839.73999,3802.419922,3808.100098
1/6/2023,3823.370117,3906.189941,3809.560059,3895.080078
1/9/2023,3910.820068,3950.570068,3890.419922,3892.090088
1/10/2023,3888.570068,3919.830078,3877.290039,3919.25
1/11/2023,3932.350098,3970.070068,3928.540039,3969.610107
1/12/2023,3977.570068,3997.76001,3937.560059,3983.169922
1/13/2023,3960.600098,4003.949951,3947.669922,3999.090088
1/17/2023,3999.280029,4015.389893,3984.570068,3990.969971
1/18/2023,4002.25,4014.159912,3926.590088,3928.860107
1/19/2023,3911.840088,3922.939941,3885.540039,3898.850098
1/20/2023,3909.040039,3972.959961,3897.860107,3972.610107
1/23/2023,3978.139893,4039.310059,3971.639893,4019.810059
1/24/2023,4001.73999,4023.919922,3989.790039,4016.949951
1/25/2023,3982.709961,4019.550049,3949.060059,4016.219971
1/26/2023,4036.080078,4061.570068,4013.290039,4060.429932
1/27/2023,4053.719971,4094.209961,4048.699951,4070.560059
1/30/2023,4049.27002,4063.850098,4015.550049,4017.77002
1/31/2023,4020.850098,4077.159912,4020.439941,4076.600098
2/1/2023,4070.070068,4148.950195,4037.199951,4119.209961
2/2/2023,4158.680176,4195.439941,4141.879883,4179.759766
2/3/2023,4136.689941,4182.359863,4123.359863,4136.47998
2/6/2023,4119.569824,4124.629883,4093.379883,4111.080078
2/7/2023,4105.350098,4176.540039,4088.389893,4164
2/8/2023,4153.470215,4156.850098,4111.669922,4117.859863
2/9/2023,4144.25,4156.22998,4069.669922,4081.5
2/10/2023,4068.919922,4094.360107,4060.790039,4090.459961
2/13/2023,4096.620117,4138.899902,4092.669922,4137.290039
2/14/2023,4126.700195,4159.77002,4095.01001,4136.129883
2/15/2023,4119.5,4148.109863,4103.97998,4147.600098
2/16/2023,4114.75,4136.540039,4089.48999,4090.409912
2/17/2023,4077.389893,4081.51001,4047.949951,4079.090088
2/21/2023,4052.350098,4052.350098,3995.189941,3997.340088
2/22/2023,4001.830078,4017.370117,3976.899902,3991.050049
2/23/2023,4018.600098,4028.300049,3969.189941,4012.320068
2/24/2023,3973.23999,3978.25,3943.080078,3970.040039
2/27/2023,3992.360107,4018.050049,3973.550049,3982.23999
2/28/2023,3977.189941,3997.5,3968.97998,3970.149902
3/1/2023,3963.340088,3971.72998,3939.050049,3951.389893
3/2/2023,3938.679932,3990.840088,3928.159912,3981.350098
3/3/2023,3998.02002,4048.290039,3995.169922,4045.639893
3/6/2023,4055.149902,4078.48999,4044.610107,4048.419922
3/7/2023,4048.26001,4050,3980.310059,3986.370117
3/8/2023,3987.550049,4000.409912,3969.76001,3992.01001
3/9/2023,3998.659912,4017.810059,3908.699951,3918.320068
3/10/2023,3912.77002,3934.050049,3846.320068,3861.590088
3/13/2023,3835.120117,3905.050049,3808.860107,3855.76001
3/14/2023,3894.01001,3937.290039,3873.629883,3919.290039
3/15/2023,3876.73999,3894.26001,3838.23999,3891.929932
3/16/2023,3878.929932,3964.459961,3864.110107,3960.280029
3/17/2023,3958.689941,3958.909912,3901.27002,3916.639893
3/20/2023,3917.469971,3956.620117,3916.889893,3951.570068
3/21/2023,3975.889893,4009.080078,3971.189941,4002.870117
3/22/2023,4002.040039,4039.48999,3936.169922,3936.969971
3/23/2023,3959.209961,4007.659912,3919.050049,3948.719971
3/24/2023,3939.209961,3972.73999,3909.159912,3970.98999
3/27/2023,3982.929932,4003.830078,3970.48999,3977.530029
3/28/2023,3974.129883,3979.199951,3951.530029,3971.27002
3/29/2023,3999.530029,4030.590088,3999.530029,4027.810059
3/30/2023,4046.73999,4057.850098,4032.100098,4050.830078
3/31/2023,4056.179932,4110.75,4056.179932,4109.310059
4/3/2023,4102.200195,4127.660156,4098.790039,4124.509766
4/4/2023,4128.029785,4133.129883,4086.870117,4100.600098
4/5/2023,4094.5,4099.689941,4072.560059,4090.379883
4/6/2023,4081.149902,4107.319824,4069.840088,4105.02002
4/10/2023,4085.199951,4109.5,4072.550049,4109.109863
4/11/2023,4110.290039,4124.259766,4102.609863,4108.939941
4/12/2023,4121.720215,4134.370117,4086.939941,4091.949951
4/13/2023,4100.040039,4150.259766,4099.399902,4146.220215
4/14/2023,4140.109863,4163.189941,4113.200195,4137.640137
4/17/2023,4137.169922,4151.720215,4123.180176,4151.319824
4/18/2023,4164.259766,4169.47998,4140.359863,4154.870117
4/19/2023,4139.330078,4162.569824,4134.490234,4154.52002
4/20/2023,4130.47998,4148.569824,4114.569824,4129.790039
4/21/2023,4132.140137,4138.02002,4113.859863,4133.52002
4/24/2023,4132.069824,4142.410156,4117.77002,4137.040039
4/25/2023,4126.430176,4126.430176,4071.379883,4071.629883
4/26/2023,4087.780029,4089.669922,4049.350098,4055.98999
4/27/2023,4075.290039,4138.240234,4075.290039,4135.350098
4/28/2023,4129.629883,4170.060059,4127.180176,4169.47998
5/1/2023,4166.790039,4186.919922,4164.120117,4167.870117
5/2/2023,4164.100098,4164.100098,4089.719971,4119.580078
5/3/2023,4122.25,4148.299805,4088.860107,4090.75
5/4/2023,4082.550049,4082.610107,4048.280029,4061.219971
5/5/2023,4084.72998,4147.02002,4084.72998,4136.25
5/8/2023,4136.97998,4142.299805,4123.810059,4138.120117
5/9/2023,4124.25,4130.350098,4116.649902,4119.169922
5/10/2023,4143.740234,4154.279785,4098.919922,4137.640137
5/11/2023,4132.240234,4132.799805,4109.290039,4130.620117
5/12/2023,4138.540039,4143.740234,4099.120117,4124.080078
5/15/2023,4126.649902,4141.25,4110.27002,4136.279785
5/16/2023,4127.950195,4135.540039,4109.859863,4109.899902
5/17/2023,4122.850098,4164.669922,4113.620117,4158.77002
5/18/2023,4157.680176,4202.200195,4153.5,4198.049805
5/19/2023,4204.149902,4212.910156,4180.200195,4191.97998
5/22/2023,4190.779785,4209.220215,4179.680176,4192.629883
5/23/2023,4176.799805,4185.680176,4142.540039,4145.580078
5/24/2023,4132.959961,4132.959961,4103.97998,4115.240234
5/25/2023,4155.709961,4165.740234,4129.72998,4151.279785
5/26/2023,4156.160156,4212.870117,4156.160156,4205.450195
5/30/2023,4226.709961,4231.100098,4192.180176,4205.52002
5/31/2023,4190.740234,4195.439941,4166.149902,4179.830078
6/1/2023,4183.029785,4232.430176,4171.640137,4221.02002
6/2/2023,4241.009766,4290.669922,4241.009766,4282.370117
6/5/2023,4282.990234,4299.279785,4266.819824,4273.790039
6/6/2023,4271.339844,4288.330078,4263.089844,4283.850098
6/7/2023,4285.470215,4299.189941,4263.959961,4267.52002
6/8/2023,4268.689941,4298.009766,4261.069824,4293.930176
6/9/2023,4304.879883,4322.620117,4291.700195,4298.859863
6/12/2023,4308.319824,4340.129883,4304.370117,4338.930176
6/13/2023,4352.609863,4375.370117,4349.310059,4369.009766
6/14/2023,4366.290039,4391.819824,4337.850098,4372.589844
6/15/2023,4365.330078,4439.200195,4362.600098,4425.839844
6/16/2023,4440.950195,4448.470215,4407.439941,4409.589844
6/20/2023,4396.109863,4400.149902,4367.189941,4388.709961
6/21/2023,4380.009766,4386.220215,4360.140137,4365.689941
6/22/2023,4355.399902,4382.25,4351.819824,4381.890137
6/23/2023,4354.169922,4366.549805,4341.339844,4348.330078
6/26/2023,4344.839844,4362.060059,4328.080078,4328.819824
6/27/2023,4337.359863,4384.419922,4335,4378.410156
6/28/2023,4367.47998,4390.350098,4360.220215,4376.859863
6/29/2023,4374.939941,4398.390137,4371.970215,4396.439941
6/30/2023,4422.439941,4458.47998,4422.439941,4450.379883
7/3/2023,4450.47998,4456.459961,4442.290039,4455.589844
7/5/2023,4442.040039,4454.060059,4436.609863,4446.819824
7/6/2023,4422.620117,4422.620117,4385.049805,4411.589844
7/7/2023,4404.540039,4440.390137,4397.399902,4398.950195
7/10/2023,4394.22998,4412.600098,4389.919922,4409.529785
7/11/2023,4415.549805,4443.640137,4408.459961,4439.259766
7/12/2023,4467.689941,4488.339844,4463.22998,4472.160156
7/13/2023,4491.5,4517.379883,4489.359863,4510.040039
7/14/2023,4514.609863,4527.759766,4499.560059,4505.419922
7/17/2023,4508.859863,4532.850098,4504.899902,4522.790039
7/18/2023,4521.779785,4562.299805,4514.589844,4554.97998
7/19/2023,4563.870117,4578.430176,4557.47998,4565.720215
7/20/2023,4554.379883,4564.740234,4527.560059,4534.870117
7/21/2023,4550.160156,4555,4535.790039,4536.339844
7/24/2023,4543.390137,4563.410156,4541.290039,4554.640137
7/25/2023,4555.189941,4580.620117,4552.419922,4567.459961
7/26/2023,4558.959961,4582.470215,4547.580078,4566.75
7/27/2023,4598.259766,4607.069824,4528.560059,4537.410156
7/28/2023,4565.75,4590.160156,4564.009766,4582.22998
7/31/2023,4584.819824,4594.220215,4573.140137,4588.959961
8/1/2023,4578.830078,4584.620117,4567.529785,4576.72998
8/2/2023,4550.930176,4550.930176,4505.75,4513.390137
8/3/2023,4494.27002,4519.490234,4485.540039,4501.890137
8/4/2023,4513.959961,4540.339844,4474.549805,4478.029785
8/7/2023,4491.580078,4519.839844,4491.149902,4518.439941
8/8/2023,4498.029785,4503.310059,4464.390137,4499.379883
8/9/2023,4501.569824,4502.439941,4461.330078,4467.709961
8/10/2023,4487.160156,4527.370117,4457.919922,4468.830078
8/11/2023,4450.689941,4476.22998,4443.97998,4464.049805
8/14/2023,4458.129883,4490.330078,4453.439941,4489.720215
8/15/2023,4478.870117,4478.870117,4432.189941,4437.859863
8/16/2023,4433.790039,4449.950195,4403.549805,4404.330078
8/17/2023,4416.319824,4421.169922,4364.830078,4370.359863
8/18/2023,4344.879883,4381.819824,4335.310059,4369.709961
8/21/2023,4380.279785,4407.549805,4360.299805,4399.77002
8/22/2023,4415.330078,4418.589844,4382.77002,4387.549805
8/23/2023,4396.439941,4443.180176,4396.439941,4436.009766
8/24/2023,4455.160156,4458.299805,4375.549805,4376.310059
8/25/2023,4389.379883,4418.459961,4356.290039,4405.709961
8/28/2023,4426.029785,4439.560059,4414.97998,4433.310059
8/29/2023,4432.75,4500.140137,4431.680176,4497.629883
8/30/2023,4500.339844,4521.649902,4493.589844,4514.870117
8/31/2023,4517.009766,4532.259766,4507.390137,4507.660156
9/1/2023,4530.600098,4541.25,4501.350098,4515.77002
9/5/2023,4510.060059,4514.290039,4496.009766,4496.830078
9/6/2023,4490.350098,4490.350098,4442.379883,4465.47998
9/7/2023,4434.549805,4457.810059,4430.459961,4451.140137
9/8/2023,4451.299805,4473.529785,4448.379883,4457.490234
9/11/2023,4480.97998,4490.77002,4467.890137,4487.459961
9/12/2023,4473.27002,4487.109863,4456.830078,4461.899902
9/13/2023,4462.649902,4479.390137,4453.52002,4467.439941
9/14/2023,4487.779785,4511.990234,4478.689941,4505.100098
9/15/2023,4497.97998,4497.97998,4447.209961,4450.319824
9/18/2023,4445.129883,4466.359863,4442.109863,4453.529785
9/19/2023,4445.410156,4449.850098,4416.609863,4443.950195
9/20/2023,4452.810059,4461.029785,4401.379883,4402.200195
9/21/2023,4374.359863,4375.700195,4329.169922,4330
9/22/2023,4341.740234,4357.399902,4316.490234,4320.060059
9/25/2023,4310.620117,4338.509766,4302.700195,4337.439941
9/26/2023,4312.879883,4313.009766,4265.97998,4273.529785
9/27/2023,4282.629883,4292.069824,4238.629883,4274.509766
9/28/2023,4269.649902,4317.27002,4264.379883,4299.700195
9/29/2023,4328.180176,4333.149902,4274.859863,4288.049805
10/2/2023,4284.52002,4300.580078,4260.209961,4288.390137
10/3/2023,4269.75,4281.149902,4216.450195,4229.450195
10/4/2023,4233.830078,4268.5,4220.47998,4263.75
10/5/2023,4259.310059,4267.129883,4225.910156,4258.189941
10/6/2023,4234.790039,4324.100098,4219.549805,4308.5
10/9/2023,4289.02002,4341.72998,4283.790039,4335.660156
10/10/2023,4339.75,4385.459961,4339.640137,4358.240234
10/11/2023,4366.589844,4378.640137,4345.339844,4376.950195
10/12/2023,4380.939941,4385.850098,4325.430176,4349.609863
10/13/2023,4360.490234,4377.100098,4311.970215,4327.779785
10/16/2023,4342.370117,4383.330078,4342.370117,4373.629883
10/17/2023,4345.22998,4393.569824,4337.540039,4373.200195
10/18/2023,4357.350098,4364.200195,4303.839844,4314.600098
10/19/2023,4321.359863,4339.540039,4269.689941,4278
10/20/2023,4273.850098,4276.560059,4223.029785,4224.160156
10/23/2023,4210.399902,4255.839844,4189.220215,4217.040039
10/24/2023,4235.790039,4259.379883,4219.430176,4247.680176
10/25/2023,4232.419922,4232.419922,4181.419922,4186.77002
10/26/2023,4175.990234,4183.600098,4127.899902,4137.22998
10/27/2023,4152.930176,4156.700195,4103.779785,4117.370117
10/30/2023,4139.390137,4177.470215,4132.939941,4166.819824
10/31/2023,4171.330078,4195.549805,4153.120117,4193.799805
11/1/2023,4201.27002,4245.640137,4197.740234,4237.859863
11/2/2023,4268.259766,4319.720215,4268.259766,4317.779785
11/3/2023,4334.22998,4373.620117,4334.22998,4358.339844
11/6/2023,4364.27002,4372.209961,4347.529785,4365.97998
11/7/2023,4366.209961,4386.259766,4355.410156,4378.379883
11/8/2023,4384.370117,4391.200195,4359.759766,4382.779785
11/9/2023,4391.410156,4393.399902,4343.939941,4347.350098
11/10/2023,4364.149902,4418.029785,4353.339844,4415.240234
11/13/2023,4406.660156,4421.759766,4393.819824,4411.549805
11/14/2023,4458.970215,4508.669922,4458.970215,4495.700195
11/15/2023,4505.299805,4521.169922,4495.310059,4502.879883
11/16/2023,4497.080078,4511.990234,4487.830078,4508.240234
11/17/2023,4509.549805,4520.120117,4499.660156,4514.02002
11/20/2023,4511.700195,4557.109863,4510.359863,4547.379883
11/21/2023,4538.77002,4542.140137,4525.509766,4538.189941
11/22/2023,4553.040039,4568.430176,4545.049805,4556.620117
11/24/2023,4555.839844,4560.310059,4552.799805,4559.339844
11/27/2023,4554.859863,4560.52002,4546.319824,4550.430176
11/28/2023,4545.549805,4568.140137,4540.509766,4554.890137
11/29/2023,4571.839844,4587.640137,4547.149902,4550.580078
11/30/2023,4554.870117,4569.890137,4537.240234,4567.799805
12/1/2023,4559.430176,4599.390137,4554.709961,4594.629883
12/4/2023,4564.370117,4572.370117,4546.720215,4569.779785
12/5/2023,4557.25,4578.560059,4551.680176,4567.180176
12/6/2023,4586.22998,4590.740234,4546.5,4549.339844
12/7/2023,4568.839844,4590.919922,4565.220215,4585.589844
12/8/2023,4576.200195,4609.22998,4574.060059,4604.370117
12/11/2023,4593.390137,4623.709961,4593.390137,4622.439941
12/12/2023,4618.299805,4643.930176,4608.089844,4643.700195
12/13/2023,4646.200195,4709.689941,4643.22998,4707.089844
12/14/2023,4721.040039,4738.569824,4694.339844,4719.549805
12/15/2023,4714.22998,4725.529785,4704.689941,4719.189941
12/18/2023,4725.580078,4749.52002,4725.580078,4740.560059
12/19/2023,4743.720215,4768.689941,4743.720215,4768.370117
12/20/2023,4764.72998,4778.009766,4697.819824,4698.350098
12/21/2023,4724.290039,4748.709961,4708.350098,4746.75
12/22/2023,4753.919922,4772.939941,4736.77002,4754.629883
12/26/2023,4758.859863,4784.720215,4758.450195,4774.75
12/27/2023,4773.450195,4785.390137,4768.899902,4781.580078
12/28/2023,4786.439941,4793.299805,4780.97998,4783.350098
12/29/2023,4782.879883,4788.430176,4751.990234,4769.830078
1/2/2024,4745.2,4754.33,4722.67,4742.83
1/3/2024,4725.07,4729.29,4699.71,4704.81
1/4/2024,4697.42,4726.78,4687.53,4688.68
1/5/2024,4690.57,4721.49,4682.11,4697.24
1/8/2024,4703.7,4764.54,4699.82,4763.54
1/9/2024,4741.93,4765.47,4730.35,4756.5
1/10/2024,4759.94,4790.8,4756.2,4783.45
1/11/2024,4792.13,4798.5,4739.58,4780.24
1/12/2024,4791.18,4802.4,4768.98,4783.83
1/16/2024,4772.35,4782.34,4747.12,4765.98
1/17/2024,4739.13,4744.23,4714.82,4739.21
1/18/2024,4760.1,4785.79,4740.57,4780.94
1/19/2024,4796.28,4842.07,4785.87,4839.81
1/22/2024,4853.42,4868.41,4844.05,4850.43
1/23/2024,4856.8,4866.48,4844.37,4864.6
1/24/2024,4888.56,4903.68,4865.94,4868.55
1/25/2024,4886.66,4898.15,4869.34,4894.16
1/26/2024,4888.91,4906.69,4881.47,4890.97
1/29/2024,4892.95,4929.31,4887.4,4927.93
1/30/2024,4925.89,4931.09,4916.27,4924.97
1/31/2024,4899.19,4906.75,4845.15,4845.65
2/1/2024,4861.11,4906.97,4853.52,4906.19
2/2/2024,4916.06,4975.29,4907.99,4958.61
2/5/2024,4957.19,4957.19,4918.09,4942.81
2/6/2024,4950.16,4957.77,4934.88,4954.23
2/7/2024,4973.05,4999.89,4969.05,4995.06
2/8/2024,4995.16,5000.4,4987.09,4997.91
2/9/2024,5004.17,5030.06,5000.34,5026.61
2/12/2024,5026.83,5048.39,5016.83,5021.84
2/13/2024,4967.94,4971.3,4920.31,4953.17
2/14/2024,4976.44,5002.52,4956.45,5000.62
2/15/2024,5003.14,5032.72,4999.44,5029.73
2/16/2024,5031.13,5038.7,4999.52,5005.57
2/20/2024,4989.32,4993.71,4955.02,4975.51
2/21/2024,4963.03,4983.21,4946,4981.8
2/22/2024,5038.83,5094.39,5038.83,5087.03
2/23/2024,5100.92,5111.06,5081.46,5088.8
2/26/2024,5093,5097.66,5068.91,5069.53
2/27/2024,5074.6,5080.69,5057.29,5078.18
2/28/2024,5067.2,5077.37,5058.35,5069.76
2/29/2024,5085.36,5104.99,5061.89,5096.27
3/1/2024,5098.51,5140.33,5094.16,5137.08
3/4/2024,5130.99,5149.67,5127.18,5130.95
3/5/2024,5110.52,5114.54,5056.82,5078.65
3/6/2024,5108.03,5127.97,5092.22,5104.76
3/7/2024,5132.38,5165.62,5128.21,5157.36
3/8/2024,5164.46,5189.26,5117.5,5123.69
3/11/2024,5111.96,5124.66,5091.14,5117.94
3/12/2024,5134.3,5179.87,5114.48,5175.27
3/13/2024,5173.49,5179.14,5151.88,5165.31
3/14/2024,5175.14,5176.85,5123.3,5150.48
3/15/2024,5123.31,5136.86,5104.35,5117.09
3/18/2024,5154.77,5175.6,5145.47,5149.42
3/19/2024,5139.09,5180.31,5131.59,5178.51
3/20/2024,5181.69,5226.19,5171.55,5224.62
3/21/2024,5253.43,5261.1,5240.66,5241.53
3/22/2024,5242.48,5246.09,5229.87,5234.18
3/25/2024,5219.52,5229.09,5216.09,5218.19
3/26/2024,5228.85,5235.16,5203.42,5203.58
3/27/2024,5226.31,5249.26,5213.92,5248.49
3/28/2024,5248.03,5264.85,5245.82,5254.35
4/1/2024,5257.97,5263.95,5229.2,5243.77
4/2/2024,5204.29,5208.34,5184.05,5205.81
4/3/2024,5194.37,5228.75,5194.37,5211.49
4/4/2024,5244.05,5256.59,5146.06,5147.21
